time,acceleration
66726.061,-0.452324781
66726.081,-0.440286312
66726.101,-0.438657428
66726.12099,-0.448483615
66726.141,-0.452483933
66726.161,-0.442878201
66726.181,-0.443220632
66726.201,-0.443241869
66726.221,-0.448358575
66726.241,-0.44973547
66726.261,-0.439316533
66726.281,-0.458521995
66726.301,-0.448073474
66726.321,-0.446784335
66726.341,-0.449530693
66726.361,-0.446137706
66726.381,-0.450450531
66726.401,-0.452312687
66726.421,-0.460613548
66726.441,-0.451486716
66726.461,-0.44364745
66726.481,-0.456468971
66726.501,-0.470439089
66726.521,-0.471843845
66726.541,-0.448220268
66726.561,-0.442887675
66726.581,-0.452683778
66726.601,-0.44359236
66726.621,-0.447567881
66726.641,-0.454036192
66726.661,-0.448881477
66726.681,-0.441771962
66726.701,-0.442976125
66726.721,-0.440111321
66726.741,-0.439959679
66726.761,-0.439247001
66726.781,-0.451471259
66726.801,-0.436316017
66726.821,-0.432546468
66726.841,-0.441583764
66726.861,-0.454574905
66726.881,-0.442311941
66726.901,-0.425575577
66726.921,-0.436723003
66726.941,-0.461795766
66726.961,-0.454343432
66726.981,-0.44620024
66727.001,-0.437905664
66727.021,-0.445113529
66727.041,-0.462077722
66727.061,-0.453552642
66727.081,-0.443247397
66727.101,-0.445563156
66727.121,-0.452597707
66727.141,-0.447189733
66727.161,-0.451203358
66727.181,-0.457489834
66727.201,-0.458081935
66727.221,-0.454662012
66727.24101,-0.461698013
66727.261,-0.451931271
66727.281,-0.455471621
66727.301,-0.469244404
66727.321,-0.464652743
66727.341,-0.449848123
66727.361,-0.442599834
66727.381,-0.444957658
66727.401,-0.433385081
66727.421,-0.4411743
66727.441,-0.45173845
66727.461,-0.44637437
66727.481,-0.447868483
66727.501,-0.441231386
66727.521,-0.429600929
66727.541,-0.44445274
66727.561,-0.449573868
66727.581,-0.451080732
66727.601,-0.449555064
66727.621,-0.438653822
66727.641,-0.445125764
66727.661,-0.432508065
66727.681,-0.430244946
66727.701,-0.444166162
66727.721,-0.454473936
66727.741,-0.449562562
66727.761,-0.454763418
66727.781,-0.464035932
66727.801,-0.453033569
66727.821,-0.44498935
66727.841,-0.459320459
66727.861,-0.454253387
66727.881,-0.444311993
66727.901,-0.461468069
66727.921,-0.455787157
66727.941,-0.463693219
66727.961,-0.46467095
66727.981,-0.445468799
66728.001,-0.43835592
66728.021,-0.461822551
66728.041,-0.455863208
66728.061,-0.446131205
66728.081,-0.447523903
66728.101,-0.441419995
66728.121,-0.443359945
66728.141,-0.436789643
66728.161,-0.446625663
66728.181,-0.453753293
66728.201,-0.442719321
66728.221,-0.443762665
66728.241,-0.444847432
66728.261,-0.451335922
66728.281,-0.435498501
66728.301,-0.443559091
66728.321,-0.445889771
66728.341,-0.439692716
66728.361,-0.45179911
66728.381,-0.443870145
66728.401,-0.447500307
66728.421,-0.443791856
66728.441,-0.446527727
66728.461,-0.450289236
66728.481,-0.457975686
66728.501,-0.475287234
66728.521,-0.457191666
66728.541,-0.456147802
66728.561,-0.453885911
66728.581,-0.454338011
66728.601,-0.457656917
66728.621,-0.462597676
66728.641,-0.474973005
66728.661,-0.471691463
66728.681,-0.448218771
66728.701,-0.447195228
66728.721,-0.447315842
66728.741,-0.438325474
66728.761,-0.4551628
66728.781,-0.452766765
66728.801,-0.449284188
66728.821,-0.445173438
66728.841,-0.44765335
66728.861,-0.449229017
66728.881,-0.449115314
66728.901,-0.45029158
66728.921,-0.440977057
66728.941,-0.450580061
66728.961,-0.440972516
66728.981,-0.443290328
66729.001,-0.444432274
66729.021,-0.439197017
66729.041,-0.433614904
66729.061,-0.443731561
66729.081,-0.455987511
66729.101,-0.449315516
66729.121,-0.453024853
66729.141,-0.4510312
66729.161,-0.447048492
66729.181,-0.449488974
66729.201,-0.452190464
66729.221,-0.451898174
66729.241,-0.447164694
66729.261,-0.456827795
66729.281,-0.46741434
66729.301,-0.462485732
66729.321,-0.458151271
66729.341,-0.454728429
66729.361,-0.450045429
66729.381,-0.455635268
66729.401,-0.466105086
66729.421,-0.451461232
66729.441,-0.449197412
66729.461,-0.475804322
66729.481,-0.464820616
66729.501,-0.449400173
66729.521,-0.453216905
66729.541,-0.459609663
66729.561,-0.466684803
66729.581,-0.462272153
66729.601,-0.447656812
66729.621,-0.438711941
66729.641,-0.44085481
66729.661,-0.447220549
66729.681,-0.444660711
66729.701,-0.432687692
66729.721,-0.437010906
66729.741,-0.44262641
66729.761,-0.446805812
66729.781,-0.444650785
66729.801,-0.433142132
66729.821,-0.433229341
66729.841,-0.428303337
66729.861,-0.431893765
66729.881,-0.45136352
66729.901,-0.453249523
66729.921,-0.45897402
66729.941,-0.450525381
66729.961,-0.458899203
66729.981,-0.460750565
66730.001,-0.444979286
66730.021,-0.461288101
66730.041,-0.461997069
66730.061,-0.447758369
66730.081,-0.437661572
66730.101,-0.453055873
66730.121,-0.454203982
66730.141,-0.44724309
66730.161,-0.460644568
66730.181,-0.460995968
66730.201,-0.457085852
66730.221,-0.463942179
66730.241,-0.461715486
66730.261,-0.447198805
66730.281,-0.446068304
66730.301,-0.460062232
66730.321,-0.444896658
66730.341,-0.449060193
66730.361,-0.448713961
66730.381,-0.445852298
66730.401,-0.441043059
66730.421,-0.438375495
66730.441,-0.440772
66730.461,-0.435981
66730.481,-0.447958
66730.501,-0.447958
66730.521,-0.438376
66730.541,-0.433585
66730.561,-0.438376
66730.581,-0.438376
66730.601,-0.447958
66730.621,-0.440772
66730.641,-0.462331
66730.661,-0.45754
66730.681,-0.455145
66730.701,-0.455145
66730.721,-0.467122
66730.741,-0.459936
66730.761,-0.440772
66730.781,-0.455145
66730.801,-0.462331
66730.821,-0.459936
66730.841,-0.464727
66730.861,-0.459936
66730.881,-0.462331
66730.901,-0.459936
66730.921,-0.452749
66730.94099,-0.452749
66730.961,-0.447958
66730.981,-0.452749
66731.001,-0.438376
66731.021,-0.452749
66731.041,-0.447958
66731.061,-0.450354
66731.081,-0.450354
66731.101,-0.450354
66731.121,-0.450354
66731.141,-0.435981
66731.161,-0.447958
66731.181,-0.443167
66731.201,-0.440772
66731.221,-0.438376
66731.241,-0.445563
66731.261,-0.447958
66731.281,-0.440772
66731.301,-0.433585
66731.321,-0.438376
66731.341,-0.45754
66731.361,-0.45754
66731.381,-0.450354
66731.401,-0.450354
66731.421,-0.443167
66731.441,-0.45754
66731.461,-0.45754
66731.481,-0.455145
66731.501,-0.45754
66731.521,-0.450354
66731.541,-0.45754
66731.561,-0.471913
66731.581,-0.464727
66731.601,-0.455145
66731.621,-0.467122
66731.641,-0.45754
66731.661,-0.462331
66731.681,-0.445563
66731.701,-0.447958
66731.721,-0.45754
66731.741,-0.438376
66731.761,-0.440772
66731.781,-0.452749
66731.801,-0.45754
66731.821,-0.450354
66731.841,-0.450354
66731.861,-0.440772
66731.881,-0.426399
66731.901,-0.450354
66731.921,-0.450354
66731.941,-0.447958
66731.961,-0.433585
66731.981,-0.440772
66732.001,-0.443167
66732.021,-0.445563
66732.041,-0.452749
66732.06101,-0.450354
66732.081,-0.452749
66732.101,-0.440772
66732.121,-0.445563
66732.141,-0.450354
66732.161,-0.447958
66732.181,-0.447958
66732.201,-0.452749
66732.221,-0.450354
66732.241,-0.455145
66732.261,-0.452749
66732.281,-0.459936
66732.301,-0.467122
66732.321,-0.455145
66732.341,-0.459936
66732.361,-0.464727
66732.381,-0.455145
66732.401,-0.447958
66732.421,-0.438376
66732.441,-0.440772
66732.461,-0.455145
66732.481,-0.450354
66732.501,-0.433585
66732.521,-0.440772
66732.541,-0.440772
66732.561,-0.435981
66732.581,-0.443167
66732.601,-0.443167
66732.621,-0.428794
66732.641,-0.440772
66732.661,-0.424006097
66732.681,-0.428794
66732.701,-0.438376
66732.721,-0.438376
66732.741,-0.447958
66732.761,-0.425790221
66732.781,-0.432264417
66732.801,-0.443010825
66732.821,-0.452261339
66732.841,-0.441617824
66732.861,-0.441151757
66732.881,-0.452031643
66732.901,-0.467388408
66732.921,-0.459108972
66732.941,-0.463590343
66732.961,-0.467472447
66732.981,-0.47091999
66733.001,-0.472758552
66733.021,-0.45275745
66733.041,-0.445699096
66733.061,-0.46342427
66733.081,-0.456633161
66733.101,-0.46185719
66733.121,-0.46233788
66733.141,-0.441949017
66733.161,-0.432645507
66733.181,-0.435207516
66733.201,-0.448502429
66733.221,-0.450138832
66733.241,-0.435260994
66733.261,-0.449711952
66733.281,-0.454599549
66733.301,-0.434280251
66733.321,-0.439303901
66733.341,-0.441655017
66733.361,-0.445606817
66733.381,-0.438602204
66733.401,-0.43076079
66733.421,-0.434520027
66733.441,-0.439664221
66733.461,-0.446872744
66733.481,-0.442408907
66733.501,-0.428352747
66733.521,-0.437833968
66733.541,-0.444800909
66733.561,-0.446353211
66733.581,-0.434710776
66733.601,-0.445177413
66733.621,-0.467616229
66733.641,-0.468541918
66733.661,-0.456447556
66733.681,-0.449932644
66733.701,-0.470415558
66733.721,-0.473533476
66733.741,-0.469441761
66733.761,-0.464043545
66733.781,-0.449808469
66733.801,-0.455595659
66733.821,-0.456283392
66733.841,-0.462328231
66733.861,-0.452388853
66733.881,-0.446414517
66733.901,-0.456507295
66733.921,-0.441005376
66733.941,-0.413828561
66733.961,-0.423669652
66733.981,-0.422612246
66734.001,-0.44021095
66734.021,-0.421562856
66734.041,-0.426218008
66734.061,-0.433872512
66734.081,-0.426674607
66734.101,-0.422458594
66734.121,-0.429044032
66734.141,-0.426407293
66734.161,-0.433168389
66734.181,-0.437774448
66734.201,-0.425925371
66734.221,-0.424083253
66734.241,-0.439641521
66734.261,-0.439098104
66734.281,-0.450626443
66734.301,-0.457564686
66734.321,-0.459524811
66734.341,-0.465788551
66734.361,-0.45065541
66734.381,-0.455538611
66734.401,-0.464018004
66734.421,-0.454310069
66734.441,-0.458598785
66734.461,-0.455231896
66734.481,-0.449481726
66734.501,-0.459867366
66734.521,-0.456483194
66734.541,-0.472033603
66734.561,-0.469078356
66734.581,-0.453312894
66734.601,-0.453023341
66734.621,-0.44817592
66734.641,-0.445491556
66734.661,-0.456916209
66734.681,-0.440175553
66734.701,-0.436497613
66734.721,-0.433303405
66734.741,-0.425879241
66734.761,-0.437726145
66734.781,-0.425761885
66734.801,-0.436074141
66734.821,-0.444080888
66734.841,-0.437502261
66734.861,-0.427372534
66734.881,-0.439169388
66734.901,-0.440131184
66734.921,-0.44265521
66734.941,-0.426386593
66734.961,-0.440432362
66734.981,-0.440109679
66735.001,-0.446749403
66735.021,-0.459147023
66735.041,-0.447320594
66735.061,-0.4536152
66735.081,-0.452259615
66735.101,-0.453897835
66735.121,-0.460908852
66735.141,-0.462503261
66735.161,-0.465958976
66735.181,-0.46890245
66735.201,-0.460782098
66735.221,-0.453351632
66735.241,-0.452311726
66735.261,-0.466470049
66735.281,-0.462715278
66735.301,-0.450562838
66735.321,-0.445434321
66735.341,-0.448857358
66735.361,-0.449721625
66735.381,-0.449128104
66735.401,-0.454949032
66735.421,-0.450082992
66735.441,-0.445059897
66735.461,-0.425958388
66735.481,-0.42561448
66735.501,-0.438522686
66735.521,-0.442254657
66735.541,-0.43965592
66735.561,-0.439841208
66735.581,-0.425006952
66735.601,-0.442516162
66735.621,-0.436853561
66735.641,-0.433407649
66735.661,-0.437619106
66735.681,-0.442981792
66735.701,-0.437631798
66735.721,-0.443416936
66735.741,-0.460755033
66735.761,-0.466487957
66735.781,-0.45887421
66735.801,-0.461348763
66735.821,-0.463433946
66735.841,-0.454515892
66735.861,-0.458359549
66735.881,-0.456021344
66735.901,-0.454746197
66735.921,-0.46840901
66735.941,-0.461877425
66735.961,-0.449167276
66735.981,-0.453321643
66736.001,-0.460547379
66736.021,-0.444100532
66736.041,-0.443921507
66736.061,-0.451368417
66736.081,-0.450659114
66736.101,-0.44750588
66736.121,-0.436374855
66736.141,-0.429243148
66736.161,-0.436935416
66736.181,-0.453100467
66736.201,-0.439063676
66736.221,-0.419198125
66736.241,-0.433300742
66736.261,-0.448209954
66736.281,-0.446967531
66736.301,-0.439884922
66736.321,-0.433474556
66736.341,-0.433441989
66736.361,-0.450223415
66736.381,-0.441180248
66736.401,-0.430525818
66736.421,-0.452759057
66736.441,-0.454697738
66736.461,-0.45504631
66736.481,-0.450044564
66736.501,-0.450328545
66736.521,-0.456859374
66736.541,-0.47159711
66736.561,-0.44907941
66736.581,-0.433229028
66736.601,-0.471028927
66736.621,-0.475538319
66736.641,-0.45153266
66736.661,-0.440653866
66736.681,-0.445489181
66736.701,-0.446588041
66736.721,-0.44718879
66736.741,-0.434565976
66736.761,-0.431658187
66736.781,-0.438971444
66736.801,-0.4562815
66736.821,-0.447089883
66736.841,-0.430787375
66736.861,-0.442022898
66736.88101,-0.453894874
66736.901,-0.453488973
66736.921,-0.454297857
66736.941,-0.443379912
66736.961,-0.451001687
66736.981,-0.453240899
66737.001,-0.436835156
66737.021,-0.442076446
66737.041,-0.433031069
66737.061,-0.43944023
66737.081,-0.458265618
66737.101,-0.439586544
66737.121,-0.433424453
66737.141,-0.452566924
66737.161,-0.468991108
66737.181,-0.469085134
66737.201,-0.448201669
66737.221,-0.449734535
66737.241,-0.464199185
66737.261,-0.460499919
66737.281,-0.445559869
66737.301,-0.439185749
66737.321,-0.44531872
66737.341,-0.459797139
66737.361,-0.455713138
66737.381,-0.449273083
66737.401,-0.450085056
66737.421,-0.453545549
66737.441,-0.452823724
66737.461,-0.437320267
66737.481,-0.427769574
66737.501,-0.434140427
66737.521,-0.453508093
66737.541,-0.449886786
66737.561,-0.430708227
66737.581,-0.434272483
66737.601,-0.449618087
66737.621,-0.451382395
66737.641,-0.441473404
66737.661,-0.427412203
66737.681,-0.436113463
66737.701,-0.445474794
66737.721,-0.448694936
66737.741,-0.437606191
66737.761,-0.432211131
66737.781,-0.450679188
66737.801,-0.461463221
66737.821,-0.453673128
66737.841,-0.451303043
66737.861,-0.462441027
66737.881,-0.46098257
66737.901,-0.455561814
66737.921,-0.442328885
66737.941,-0.434624525
66737.961,-0.448529549
66737.981,-0.470542038
66738.001,-0.457699628
66738.021,-0.44662074
66738.041,-0.445098534
66738.061,-0.466424939
66738.081,-0.46211614
66738.101,-0.4347979
66738.121,-0.430827979
66738.141,-0.441465864
66738.161,-0.455775782
66738.181,-0.442382954
66738.201,-0.430763556
66738.221,-0.439522376
66738.241,-0.44724807
66738.261,-0.45568973
66738.281,-0.444036988
66738.301,-0.432648222
66738.321,-0.446104509
66738.341,-0.458188199
66738.361,-0.460309464
66738.381,-0.437518794
66738.401,-0.432520984
66738.421,-0.451252444
66738.441,-0.455375215
66738.461,-0.446348384
66738.481,-0.433547042
66738.501,-0.455069066
66738.521,-0.468191311
66738.541,-0.442435522
66738.561,-0.431801794
66738.581,-0.444919742
66738.601,-0.455879709
66738.621,-0.468391319
66738.641,-0.467749894
66738.661,-0.435553338
66738.681,-0.442255532
66738.701,-0.451608569
66738.721,-0.450792243
66738.741,-0.448244522
66738.761,-0.449191895
66738.781,-0.454120667
66738.801,-0.459591125
66738.821,-0.450107327
66738.841,-0.430042213
66738.861,-0.438890417
66738.881,-0.453892926
66738.901,-0.433324478
66738.921,-0.423862834
66738.941,-0.426050684
66738.961,-0.448837856
66738.981,-0.451781252
66739.001,-0.427492398
66739.021,-0.423124803
66739.041,-0.426671021
66739.061,-0.444603218
66739.081,-0.449970323
66739.101,-0.436977955
66739.121,-0.443318649
66739.141,-0.450572769
66739.161,-0.46346866
66739.181,-0.43598243
66739.201,-0.418756781
66739.221,-0.44709588
66739.241,-0.458799916
66739.261,-0.449625479
66739.281,-0.444282577
66739.301,-0.439260494
66739.321,-0.458465064
66739.341,-0.462921635
66739.361,-0.443561034
66739.381,-0.440140843
66739.401,-0.441887146
66739.421,-0.454590469
66739.441,-0.461706977
66739.461,-0.442961134
66739.481,-0.430970566
66739.501,-0.457720897
66739.521,-0.46196075
66739.541,-0.45422347
66739.561,-0.444999195
66739.581,-0.441166976
66739.601,-0.457997286
66739.621,-0.45175277
66739.641,-0.434430779
66739.661,-0.423879619
66739.681,-0.455139938
66739.701,-0.472036573
66739.721,-0.446569714
66739.741,-0.427883284
66739.761,-0.426238952
66739.781,-0.446997532
66739.801,-0.448684527
66739.821,-0.429821775
66739.841,-0.423116158
66739.861,-0.450978857
66739.881,-0.452402238
66739.901,-0.448243334
66739.921,-0.442814304
66739.941,-0.43494257
66739.961,-0.450107986
66739.981,-0.450132152
66740.001,-0.439008901
66740.021,-0.427712388
66740.041,-0.465165165
66740.061,-0.452423649
66740.081,-0.4529996
66740.101,-0.450694038
66740.121,-0.441708408
66740.141,-0.459507657
66740.161,-0.460403594
66740.181,-0.463647974
66740.201,-0.44266363
66740.221,-0.437980417
66740.241,-0.453514535
66740.261,-0.45186769
66740.281,-0.447960833
66740.301,-0.449384843
66740.321,-0.456240165
66740.341,-0.45740964
66740.361,-0.439205419
66740.381,-0.434329311
66740.401,-0.445648874
66740.421,-0.451641138
66740.441,-0.437146246
66740.461,-0.426159854
66740.481,-0.433893419
66740.501,-0.442788213
66740.521,-0.45805957
66740.541,-0.435010093
66740.561,-0.421098435
66740.581,-0.446499711
66740.601,-0.447709955
66740.621,-0.440311783
66740.641,-0.427451664
66740.661,-0.434871823
66740.681,-0.447892976
66740.701,-0.441194071
66740.721,-0.449036975
66740.741,-0.446058795
66740.761,-0.454325275
66740.781,-0.466415607
66740.801,-0.46141477
66740.821,-0.437151427
66740.841,-0.434838491
66740.861,-0.456817105
66740.881,-0.459505769
66740.901,-0.449404138
66740.921,-0.446972576
66740.941,-0.455436199
66740.961,-0.46142165
66740.981,-0.446974783
66741.001,-0.452208875
66741.021,-0.442421535
66741.041,-0.450447283
66741.061,-0.468395781
66741.081,-0.443459848
66741.101,-0.438134948
66741.121,-0.449685528
66741.141,-0.443994058
66741.161,-0.427862334
66741.181,-0.431198084
66741.201,-0.442858104
66741.221,-0.455185483
66741.241,-0.443487434
66741.261,-0.437458725
66741.281,-0.42348354
66741.301,-0.42769102
66741.321,-0.445264852
66741.341,-0.451574994
66741.361,-0.438983266
66741.381,-0.431623615
66741.401,-0.451268763
66741.421,-0.45745226
66741.441,-0.441033987
66741.461,-0.437242167
66741.481,-0.445293479
66741.501,-0.459136923
66741.521,-0.451154923
66741.541,-0.438173848
66741.561,-0.432540316
66741.581,-0.466043887
66741.601,-0.472307767
66741.621,-0.458267695
66741.641,-0.442643231
66741.661,-0.442850948
66741.681,-0.460174118
66741.70101,-0.463503726
66741.721,-0.448282069
66741.741,-0.452749
66741.761,-0.452749
66741.781,-0.462331
66741.801,-0.462331
66741.821,-0.438376
66741.841,-0.447958
66741.861,-0.459936
66741.881,-0.455145
66741.901,-0.435981
66741.921,-0.440772
66741.941,-0.455145
66741.961,-0.455144875
66741.981,-0.450354
66742.001,-0.426399
66742.021,-0.438376
66742.041,-0.440772
66742.061,-0.433585
66742.081,-0.433585
66742.101,-0.433585
66742.121,-0.443167
66742.141,-0.462331
66742.161,-0.462331
66742.181,-0.443167
66742.201,-0.443167
66742.221,-0.464727
66742.241,-0.464727
66742.261,-0.455145
66742.281,-0.45754
66742.301,-0.464725025
66742.321,-0.471913
66742.341,-0.467122
66742.361,-0.435981
66742.381,-0.445563
66742.401,-0.471913
66742.421,-0.464727
66742.441,-0.452749
66742.461,-0.445563
66742.481,-0.455145
66742.501,-0.467122
66742.521,-0.455145
66742.541,-0.445563
66742.561,-0.447958
66742.581,-0.459936
66742.601,-0.443167
66742.621,-0.447958
66742.641,-0.433585
66742.661,-0.438376
66742.681,-0.459936
66742.701,-0.445563
66742.721,-0.435981
66742.741,-0.440772
66742.761,-0.435981
66742.781,-0.455145
66742.801,-0.452749
66742.821,-0.455145
66742.841,-0.452749
66742.861,-0.459936
66742.881,-0.464727
66742.901,-0.450354
66742.921,-0.452749
66742.941,-0.469518
66742.961,-0.471913
66742.981,-0.462331
66743.001,-0.450354
66743.021,-0.469518
66743.041,-0.481495
66743.061,-0.471913
66743.081,-0.469518
66743.101,-0.452749
66743.121,-0.452749
66743.141,-0.474309
66743.161,-0.462331
66743.181,-0.45754
66743.201,-0.471913
66743.221,-0.464727
66743.241,-0.459936
66743.261,-0.443167
66743.281,-0.450354
66743.301,-0.440772
66743.321,-0.443167
66743.341,-0.445563
66743.361,-0.426399
66743.381,-0.43119
66743.401,-0.447958
66743.421,-0.438376
66743.441,-0.426399
66743.461,-0.426399
66743.481,-0.440772
66743.501,-0.450354
66743.521,-0.445563
66743.541,-0.440772
66743.561,-0.450354
66743.581,-0.455145
66743.601,-0.467122
66743.621,-0.450354
66743.641,-0.450354
66743.661,-0.452749
66743.681,-0.464727
66743.701,-0.459936
66743.721,-0.45754
